Time,Value,Anomaly Score,Is Anomaly
0.0,0.04967141530112327,-54197.73628293994,False
0.01001001001001001,-0.0038165872739392825,-23139.99680298212,False
0.02002002002002002,0.08478753651554273,-3439.522302687452,False
0.03003003003003003,0.1823285023472987,-8261.732940894497,False
0.04004004004004004,0.016614004694513046,-1024529.5930221579,False
0.050050050050050046,0.02661546101366057,-1050819.945318674,False
0.06006006006006006,0.2179452399063768,-2354.422369723685,False
0.07007007007007007,0.14675621854954946,-285499.7074065413,False
0.08008008008008008,0.03304707907981758,-507861.29330386425,False
0.09009009009009009,0.14422427866319143,-520622.5807187806,False
0.10010010010010009,0.05359124688179302,-1288403.09109633,False
0.11011011011011011,0.06331476942982957,-975742.312286845,False
0.12012012012012012,0.1440276898741767,-109444.71016910298,False
0.13013013013013014,-0.06156485086579053,-4407.639118012523,False
0.14014014014014015,-0.032809900969304445,-35517.724866814846,False
0.15015015015015015,0.09335784199021394,-106129.94327804876,False
0.16016016016016016,0.058193207016589824,-162365.7843736303,False
0.17017017017017017,0.2007747970036344,-44732.781108087125,False
0.18018018018018017,0.08840443210049123,-156959.26352108334,False
0.19019019019019018,0.04781528899835888,-63334.63274186009,False
0.20020020020020018,0.34543041322965395,-682.2705756774741,False
0.21021021021021022,0.18608785727436047,-135312.8770549735,False
0.22022022022022023,0.22519735060739351,-106745.7444395614,False
0.23023023023023023,0.08572686630806828,-46722.44542249857,False
0.24024024024024024,0.18349770158125672,-95904.80456129792,False
0.2502502502502503,0.2587386810521228,-73900.16453278741,False
0.2602602602602603,0.1422326983475803,-37160.38461817531,False
0.2702702702702703,0.3045617073990319,-27096.521315541624,False
0.2802802802802803,0.21656113360148094,-94437.65686422786,False
0.2902902902902903,0.2570610069660168,-278819.1774270852,False
0.3003003003003003,0.23563641994361423,-211423.3534699996,False
0.3103103103103103,0.49058195912775726,-95.67975554756002,False
0.3203203203203203,0.3135208813922365,-31612.32654765177,False
0.3303303303303303,0.21858442429395514,-535829.7287972783,False
0.34034034034034033,0.4160624214744997,-12257.621984372747,False
0.35035035035035034,0.22114253096611342,-407950.163522464,False
0.36036036036036034,0.37349783001181336,-20704.292490165823,False
0.37037037037037035,0.16599370119123288,-2598.0289767470135,False
0.38038038038038036,0.23845508348784858,-98484.3308902242,False
0.39039039039039036,0.40023558533861336,-497387.0188442441,False
0.40040040040040037,0.4636337622732618,-7333.758372339716,False
0.41041041041041043,0.41612251845592113,-501568.22583869146,False
0.42042042042042044,0.3965794700090964,-2282990.6351491977,False
0.43043043043043044,0.38715164076017966,-1792142.3187750299,False
0.44044044044044045,0.2784857139238857,-18582.489283342285,False
0.45045045045045046,0.36338667593243185,-23818.03015343407,False
0.46046046046046046,0.3982967795367789,-58610.19200722867,False
0.47047047047047047,0.5590179144160077,-14083.426935541755,False
0.4804804804804805,0.4965671349250978,-42700.21254222069,False
0.4904904904904905,0.2947545918823235,-1761.9458096246738,False
0.5005005005005005,0.5122731059885738,-80492.1899098885,False
0.5105105105105106,0.45011450045145107,-196323.9508948701,False
0.5205205205205206,0.42963958817111486,-70857.38929213466,False
0.5305305305305306,0.5671586444159527,-55994.51734227749,False
0.5405405405405406,0.6176994950832086,-436349.4072120057,False
0.5505505505505506,0.6162845194487542,-539794.7484367491,False
0.5605605605605606,0.4477392999168901,-67828.80817409077,False
0.5705705705705706,0.5091910872037325,-61173.82323495994,False
0.5805805805805806,0.5816358215136135,-125507.86131713027,False
