Time,Value
0.0,0.04967141530112327
0.01001001001001001,-0.0038165872739392825
0.02002002002002002,0.08478753651554273
0.03003003003003003,0.1823285023472987
0.04004004004004004,0.016614004694513046
0.050050050050050046,0.02661546101366057
0.06006006006006006,0.2179452399063768
0.07007007007007007,0.14675621854954946
0.08008008008008008,0.03304707907981758
0.09009009009009009,0.14422427866319143
0.10010010010010009,0.05359124688179302
0.11011011011011011,0.06331476942982957
0.12012012012012012,0.1440276898741767
0.13013013013013014,-0.06156485086579053
0.14014014014014015,-0.032809900969304445
0.15015015015015015,0.09335784199021394
0.16016016016016016,0.058193207016589824
0.17017017017017017,0.2007747970036344
0.18018018018018017,0.08840443210049123
0.19019019019019018,0.04781528899835888
0.20020020020020018,0.34543041322965395
0.21021021021021022,0.18608785727436047
0.22022022022022023,0.22519735060739351
0.23023023023023023,0.08572686630806828
0.24024024024024024,0.18349770158125672
0.2502502502502503,0.2587386810521228
0.2602602602602603,0.1422326983475803
0.2702702702702703,0.3045617073990319
0.2802802802802803,0.21656113360148094
0.2902902902902903,0.2570610069660168
0.3003003003003003,0.23563641994361423
0.3103103103103103,0.49058195912775726
0.3203203203203203,0.3135208813922365
0.3303303303303303,0.21858442429395514
0.34034034034034033,0.4160624214744997
0.35035035035035034,0.22114253096611342
0.36036036036036034,0.37349783001181336
0.37037037037037035,0.16599370119123288
0.38038038038038036,0.23845508348784858
0.39039039039039036,0.40023558533861336
0.40040040040040037,0.4636337622732618
0.41041041041041043,0.41612251845592113
0.42042042042042044,0.3965794700090964
0.43043043043043044,0.38715164076017966
0.44044044044044045,0.2784857139238857
0.45045045045045046,0.36338667593243185
0.46046046046046046,0.3982967795367789
0.47047047047047047,0.5590179144160077
0.4804804804804805,0.4965671349250978
0.4904904904904905,0.2947545918823235
0.5005005005005005,0.5122731059885738
0.5105105105105106,0.45011450045145107
0.5205205205205206,0.42963958817111486
0.5305305305305306,0.5671586444159527
0.5405405405405406,0.6176994950832086
0.5505505505505506,0.6162845194487542
0.5605605605605606,0.4477392999168901
0.5705705705705706,0.5091910872037325
0.5805805805805806,0.5816358215136135
0.5905905905905906,0.6544061843143134
0.6006006006006006,0.5172206448074981
0.6106106106106106,0.5548019413841895
0.6206206206206206,0.47090666095852074
0.6306306306306306,0.4700335452476047
0.6406406406406406,0.6789617561562477
0.6506506506506506,0.7413282528963743
0.6606606606606606,0.6064376227626909
0.6706706706706707,0.7218648233292169
0.6806806806806807,0.6654857595417065
0.6906906906906907,0.5725577473307117
0.7007007007007007,0.6808930150517656
0.7107107107107107,0.806176238906843
0.7207207207207207,0.6563437387256794
0.7307307307307307,0.8238783443288714
0.7407407407407407,0.41286022992653715
0.7507507507507507,0.7643781342819881
0.7607607607607607,0.6981773793171137
0.7707707707707707,0.6667876413035015
0.7807807807807807,0.7130103500587344
0.7907907907907907,0.5121527531835419
0.8008008008008007,0.6959465953331748
0.8108108108108109,0.7605572461652236
